region_id,region_display,region_name,region_type,year,adlt_incar_rt,afford_le030_rct,afford_le080_rct,afford_le120_rct,crime_all_rt,crime_prop_rt,crime_viol_rt,gross_rent_0_1beds,gross_rent_2_3beds,hh_alone_pct,hh_inc_med_adj,hh_inc_own_med_adj,hh_inc_rent_med_adj,hh_u18_pct,hp_first_fhava_pct,hp_first_hi_pct,hp_first_orig,hp_first_orig_lmi_app_pct,hp_first_orig_lmi_nbhd_pct,hp_first_orig_rt,hpi_1f,hpi_4f,hpi_al,hpi_cn,hpi_ot,income_diversity_ratio,lp_all,lp_fam14condo_initial,lp_fam14condo_rate,lp_fam14condo_repeat,med_r_1f,med_r_4f,med_r_cn,med_r_ot,nb_permit_res_units,pct_prof_ela,pct_prof_math,pfn_fam14condo,pfn_fam14condo_rate,pop_65p_pct,pop_bornstate_pct,pop_commute_carfree_pct,pop_commute_time_avg,pop_disabled_pct,pop_discon_youth_pct,pop_edu_collp_pct,pop_edu_nohs_pct,pop_foreign_pct,pop_num,pop_pov_65p_pct,pop_pov_pct,pop_pov_u18_pct,pop_race_asian_pct,pop_race_black_pct,pop_race_div_idx,pop_race_hisp_pct,pop_race_white_pct,pop16_laborforce_pct,pop16_unemp_pct,population_density,priv_evic_amt_sought_med_adj,priv_evic_filing_rt,priv_evic_filings,prox_park_pct,prox_subway_pct,rburden_mod_ami_81_120,rburden_mod_ami_le80,rburden_sev_ami_81_120,rburden_sev_ami_le80,refi_hi_pct,refi_orig,refi_orig_rt,rent_burden_med,rent_burden_mod_pct,rent_burden_sev_pct,rent_change,rent_gross_med_adj,rent_gross_recent_med_adj,rent_pct_nycha,reo,serious_viol_rate,shd_420c_props,shd_420c_units,shd_421a_props,shd_421a_units,shd_all_sub_props,shd_all_sub_units,shd_ex_2024_2029_props,shd_ex_2024_2029_units,shd_ex_2030_2039_props,shd_ex_2030_2039_units,shd_ex_2040_later_props,shd_ex_2040_later_units,shd_hud_finins_props,shd_hud_finins_units,shd_hud_pbrap_props,shd_hud_pbrap_units,shd_lihtc_props,shd_lihtc_units,shd_ml_props,shd_ml_units,shd_nyc_prog_props,shd_ph_props,shd_ph_units,total_viol_rate,unit_num,unit_occ_own_pct,unit_occ_rent_sevcrowd_pct,unit_vac_rent_pct,units_cert,volume_1f,volume_4f,volume_al,volume_cn,volume_ot,voucher_pct
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2005,,,,,,,,,,25.5%,"$65,000","$82,470","$45,830",37.6%,0.7%,33.4%,1953,4.5%,1.1%,53.7,,,,,,3.6,381,287,11.1,88,,,,,,,,,,11.6%,55.1%,52.4%,43.6,,,25.2%,13.1%,39.9%,188016,7.7%,9.5%,14.8%,3.5%,60.4%,0.55,6.4%,28.8%,63.8%,8.03%,,,,,,,,,,,35.0%,3725,102.4,29.2%,27.8%,,,"$1,510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,67450,55.7%,,,,,,,,,
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2005-2009,,4.1%,59.9%,97.3%,,,,"$1,270","$1,640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4%,,,,,,,,,,,,,,,,,,,,,10.5%,34.8%,1.1%,37.3%,,,,,,23.3%,,,"$1,770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0%,3.5%,,,,,,,
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2006,,,,,,,,,,21.3%,"$86,250","$108,480","$55,860",40.6%,0.6%,39.4%,"1,744",2.9%,0.8%,47.6,,,,,,3.5,516,417,15,95,,,,,,,,,,10.8%,54.8%,52.4%,43.9,,,27.9%,13.2%,39.2%,"204,600",13.3%,10.8%,14.1%,3.0%,59.2%,0.55,5.9%,30.6%,61.5%,5.52%,16.7,,,,,,,,,,38.8%,"3,369",91.9,28.8%,25.4%,,,"$1,440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69,777",62.4%,,,,,,,,,
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2006-2010,,2.9%,60.5%,98.2%,,,,"$1,270","$1,660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3%,,,,,,,,,,,,,,,,,,,,,13.3%,29.5%,0.9%,39.6%,,,,,,24.3%,,,"$1,770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4%,3.4%,,,,,,,
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2007,,,,,,,,,,22.4%,"$86,640","$107,270","$58,840",39.6%,0.9%,20.8%,"1,161",3.3%,0.7%,31.5,,,,,,3.8,768,628,22.1,129,,,,,,,,,,11.4%,55.9%,51.9%,44.4,,,29.6%,14.0%,38.4%,"202,387",13.2%,9.1%,9.4%,2.1%,60.4%,0.54,6.1%,29.9%,62.6%,4.00%,16.5,,,,,,,,,,26.8%,"2,172",58.9,29.5%,26.6%,,,"$1,520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68,818",61.6%,,,,,,,,,
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2007-2011,,3.0%,63.7%,98.3%,,,,"$1,300","$1,660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7%,,,,,,,,,,,,,,,,,,,,,13.2%,32.6%,0.7%,39.0%,,,,,,25.7%,,,"$1,760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6%,3.2%,,,,,,,
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2008,,,,,,,,,,18.9%,"$85,250","$109,610","$55,570",42.8%,17.2%,8.0%,664,1.2%,3.8%,18,,,,,,4.3,777,575,22.4,191,,,,,,,,,,11.3%,56.1%,50.6%,45.5,6.4%,,26.6%,15.4%,38.9%,"206,947",13.1%,12.8%,17.2%,2.9%,59.5%,0.56,8.2%,28.1%,62.5%,7.04%,16.9,,,,,,,,,,13.7%,847,23,28.9%,18.1%,,,"$1,490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68,809",61.2%,,,,,,,,,
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2008-2012,,3.8%,67.4%,97.7%,,,,"$1,320","$1,660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8%,,,,,,,,,,,,,,,,,,,,,14.4%,31.6%,1.2%,41.7%,,,,,,27.0%,,,"$1,710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7%,3.1%,,,,,,,
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2009,,,,,,,,,,19.8%,"$86,790","$117,900","$52,750",42.6%,46.7%,4.4%,608,0.8%,6.0%,16.5,,,,,,4,"1,106",865,31.8,224,,,,,,,,,,10.5%,55.5%,49.6%,43.9,6.5%,,28.5%,11.4%,37.7%,"213,442",14.5%,9.3%,12.9%,1.9%,59.6%,0.55,6.8%,29.5%,65.5%,7.35%,17.4,,,,,,,,,,3.9%,"1,134",30.7,29.0%,22.9%,,,"$1,530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,074",59.2%,,,,,,,,,4.8%
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2009-2013,,4.9%,71.1%,99.0%,,,,"$1,340","$1,720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6%,,,,,,,,,,,,,,,,,,,,,15.2%,30.9%,1.3%,42.0%,,,,,,26.9%,,,"$1,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7%,3.2%,,,,,,,
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2010,,,,,,,,,,21.8%,"$78,640","$101,830","$57,520",38.4%,48.5%,1.3%,620,1.0%,5.6%,16.8,,,,,,4,910,597,26.1,297,,,,,,,,,,11.1%,53.3%,50.2%,41.3,4.9%,,28.6%,12.6%,41.4%,"202,929",14.3%,11.4%,16.1%,3.7%,61.7%,0.55,8.2%,24.9%,65.0%,8.29%,16.6,"$3,967",81.9,1926,,,,,,,2.9%,805,21.8,27.4%,23.7%,,,"$1,520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71,757",57.8%,,,,,,,,,4.4%
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2010-2014,,6.3%,66.3%,97.1%,,,,"$1,360","$1,690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9%,,,,,,,,,,,,,,,,,,,,,25.8%,29.6%,1.2%,45.2%,,,,,,28.0%,,,"$1,690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9%,3.3%,,,,,,,
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2011,,,,,,,,,,21.5%,"$77,490","$104,120","$50,750",39.5%,46.7%,0.5%,561,0.9%,7.5%,15.2,,,,,,4.2,765,423,22,331,,,,,,,,,,12.3%,51.6%,54.6%,46.1,5.7%,,26.7%,13.8%,42.3%,"205,095",11.3%,13.7%,21.3%,4.6%,62.0%,0.55,8.6%,23.1%,63.0%,12.33%,16.7,"$4,065",88.1,"2,068",,,,,,,4.0%,743,20.1,33.5%,29.7%,,,"$1,530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70,772",58.1%,,,,,,,,,4.0%
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2011-2015,,4.8%,63.3%,98.4%,,,,"$1,370","$1,710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7%,,,,,,,,,,,,,,,,,,,,,21.1%,30.4%,0.5%,45.8%,,,,,,29.7%,,,"$1,710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1%,3.6%,,,,,,,
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2012,,,,,,,,,,23.5%,"$78,420","$104,560","$51,450",37.7%,47.1%,1.1%,527,0.6%,8.6%,14.2,,,,,,4.6,728,405,21,316,,,,,,,,,,12.1%,51.4%,52.5%,46,6.3%,,28.9%,12.6%,42.8%,"204,158",12.7%,12.1%,17.0%,2.5%,64.5%,0.52,7.7%,23.9%,66.2%,11.43%,16.7,"$4,216",80.6,"1,888",,,,,,,5.0%,964,26.1,32.6%,23.7%,,,"$1,540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,555",56.7%,,,,,,,,,4.2%
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2012-2016,,7.3%,68.2%,99.4%,,,,"$1,390","$1,730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3%,,,,,,,,,,,,,,,,,,,,,16.8%,30.2%,0.5%,46.8%,,,,,,29.8%,,,"$1,780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4%,3.6%,,,,,,,
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2013,,,,,,,,,,20.6%,"$83,100","$107,260","$55,640",38.5%,38.2%,4.2%,594,0.8%,6.3%,16.1,,,,,,4.2,988,524,28.5,453,,,,,,,,,,12.8%,54.1%,54.1%,45.4,6.0%,,29.7%,14.6%,38.2%,"201,817",12.2%,11.8%,17.2%,4.6%,63.4%,0.54,6.7%,23.4%,65.7%,9.38%,16.5,"$4,050",81.3,"1,899",,,,,,,3.0%,798,21.6,30.8%,21.4%,,,"$1,610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71,156",56.5%,,,,,,,,,4.0%
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2013-2017,,7.4%,67.6%,99.1%,,,,"$1,390","$1,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3%,,,,,,,,,,,,,,,,,,,,,15.4%,30.6%,0.0%,45.8%,,,,,,28.6%,,,"$1,850",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2%,3.4%,,,,,,,
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2014,,,,,,,,,,23.1%,"$76,830","$103,940","$48,960",34.8%,34.0%,15.1%,656,0.6%,6.2%,17.7,,,,,,4.2,843,406,24.2,423,,,,,,,,,,13.0%,51.9%,55.3%,48.4,7.6%,,31.2%,13.8%,42.0%,"210,957",8.8%,12.9%,21.1%,5.4%,62.1%,0.55,8.2%,22.8%,64.9%,8.43%,17.2,"$3,896",85.2,"1,989",,,,,,,6.1%,442,11.9,33.3%,25.9%,,,"$1,560",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73,782",57.3%,,,,,,,,,3.8%
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2014-2018,,7.0%,69.9%,98.9%,,,,"$1,390","$1,780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6%,,,,,,,,,,,,,,,,,,,,,8.1%,32.9%,0.0%,42.7%,,,,,,27.3%,,,"$1,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0%,2.7%,,,,,,,
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2015,,,,,,,,,,21.4%,"$85,390","$117,810","$56,850",39.3%,37.3%,8.0%,774,0.5%,7.3%,20.9,,,,,,4.4,734,329,21.1,395,,,,,,,,,,12.5%,56.2%,54.0%,47.8,6.5%,,31.2%,10.8%,38.7%,"213,242",9.8%,12.4%,18.3%,4.7%,63.1%,0.54,8.8%,22.3%,64.1%,6.22%,17.4,"$4,526",77.3,"1,805",,,,,,,3.5%,655,17.7,31.1%,22.7%,,,"$1,630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71,592",55.3%,,,,,,,,,3.6%
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2015-2019,,4.8%,73.9%,98.3%,,,,"$1,380","$1,740",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6%,,,,,,,,,,,,,,,,,,,,,6.5%,33.3%,0.0%,40.0%,,,,,,25.9%,,,"$1,960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9%,2.3%,,,,,,,
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2016,,,,,,,,,,21.1%,"$92,180","$111,950","$60,980",36.1%,33.0%,7.4%,810,0.6%,7.7%,21.9,,,,,,4.6,783,315,22.6,459,,,,,,,,,,13.7%,55.0%,53.5%,48,6.4%,,32.3%,11.2%,39.5%,"208,091",9.0%,9.1%,11.4%,3.9%,63.9%,0.53,8.7%,21.9%,64.0%,6.79%,17,"$4,687",78.6,"1,835",,,,,,,1.7%,748,20.2,30.0%,23.3%,,,"$1,660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70,723",60.2%,,,,,,,,,4.3%
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2016-2020,,8.9%,73.8%,98.8%,,,,"$1,490","$1,830",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7%,,,,,,,,,,,,,,,,,,,,,8.5%,34.7%,0.0%,39.8%,,,,,,25.9%,,,"$1,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8%,2.5%,,,,,,,
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2017,,,,,,,,,,21.8%,"$91,910","$120,170","$60,180",34.7%,26.2%,8.4%,782,2.0%,5.7%,21.1,,,,,,4.5,727,267,20.9,451,,,,,,,,,,15.3%,53.2%,56.0%,49,5.2%,,31.3%,10.4%,40.0%,"215,637",7.0%,8.9%,14.0%,4.7%,62.2%,0.55,8.8%,22.4%,62.5%,5.33%,17.6,"$5,041",71,"1,661",,,,,,,2.4%,621,16.8,29.7%,23.3%,,,"$1,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75,351",56.9%,,,,,,,,,2.5%
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2017-2021,,9.0%,77.8%,98.7%,,,,"$1,540","$1,860",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4%,,,,,,,,,,,,,,,,,,,,,7.2%,35.5%,0.0%,38.9%,,,,,,25.2%,,,"$1,970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7%,2.4%,,,,,,,
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2018,,,,,,,,,,23.5%,"$85,900","$113,080","$57,920",34.1%,23.6%,9.8%,810,7.6%,2.3%,21.9,,,,,,5.1,612,250,17.7,356,,,,,,,,,,16.9%,53.0%,52.2%,50,5.6%,,32.8%,11.0%,40.4%,"195,026",8.1%,9.6%,12.9%,6.2%,60.4%,0.57,8.5%,22.3%,61.1%,4.76%,15.9,"$5,230",68.6,1598,,,,,,,2.8%,710,19.2,29.7%,26.2%,,,"$1,720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,72759,58.5%,,,,,,,,,2.6%
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2018-2022,,,,,,,,"$1,580","$1,880",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9%,,,,,,,,,,,,,,,,,,,,,4.0%,34.4%,0.0%,39.1%,,,,,,26.3%,,,"$2,010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4%,3.0%,,,,,,,
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2019,,,,,,,,,,23.8%,"$93,150","$120,300","$59,680",31.5%,26.7%,15.2%,834,7.3%,0.0%,22.7,,,,,,4.3,508,194,14.9,313,,,,,,,,,,16.2%,52.2%,52.1%,52.2,5.2%,,35.2%,12.1%,42.0%,196895,12.4%,10.6%,17.2%,5.4%,62.5%,0.55,9.1%,21.4%,62.6%,3.23%,16.1,"$5,556",56.3,1312,,,,,,,3.9%,1054,28.7,28.6%,25.7%,,,"$1,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,77372,58.3%,,,,,,,,,2.4%
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2020,,,,,,,,,,,,,,,32.6%,8.4%,657,5.7%,0.0%,17.9,,,,,,5,233,79,6.8,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,662",25.9,604,,,,,,,0.8%,1955,53.1,,,,,"$1,710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2%
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2021,,,,,,,,,,25.9%,"$84,100","$100,280","$61,700",31.3%,22.8%,5.8%,1027,7.5%,0.1%,27.9,,,,,,4.6,311,77,8.9,227,,,,,,,,,,19.1%,54.2%,47.3%,45.8,8.2%,,33.0%,11.1%,38.9%,196219,9.3%,12.1%,18.4%,6.3%,55.7%,0.64,9.2%,20.4%,59.2%,10.16%,16,"$9,010",13.8,322,,,,,,,1.2%,2151,58.5,30.4%,24.1%,,,"$1,840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,72901,58.9%,,,,,,,,,
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2022,,,,,,,,,,25.6%,"$87,490","$109,990","$53,820",29.8%,23.6%,4.8%,842,10.3%,4.2%,22.9,,,,,,5,459,165,13.3,290,,,,,,,,,,21.1%,53.8%,50.3%,47.3,9.9%,,32.0%,11.6%,39.3%,"189,888",11.0%,11.5%,16.4%,6.6%,55.7%,0.63,9.8%,21.9%,58.7%,7.71%,15.5,"$7,842",44.6,1044,,,,,,,1.4%,700,19,32.7%,23.3%,,,"$1,670",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76,363",61.3%,,,,,,,,,
318,BK 18,Flatlands/Canarsie,Sub-Borough Area,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,997",46.5,1089,,,,,,,,,,,,,,,,15.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,QN 01,Astoria,Sub-Borough Area,2000,,,,,,,,,,,"$66,700",,,28.5%,,,,,,,,,,,,,45,32,2.8,6,,,,,,,,,,10.9%,,70.9%,36.2,,,24.6%,,46.0%,"205,469",,20.3%,,12.5%,10.4%,0.72,27.5%,41.9%,,7.82%,,,,,,,,,,,,,,25.3%,,20.7%,,"$1,320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0%,,,,,,,,,
401,QN 01,Astoria,Sub-Borough Area,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,45,22,2.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,QN 01,Astoria,Sub-Borough Area,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,46,29,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,QN 01,Astoria,Sub-Borough Area,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,46,31,2.8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,QN 01,Astoria,Sub-Borough Area,2004,,,,,,,,,,,,,,,0.4%,4.2%,451,6.1%,26.4%,27.6,,,,,,,43,32,2.8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1%,622,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,QN 01,Astoria,Sub-Borough Area,2005,,,,,,,,,,32.2%,"$46,660","$76,150","$42,280",27.2%,0.0%,12.2%,516,6.5%,34.3%,31.2,,,,,,5.2,38,25,2.5,10,,,,,,,,,,11.8%,41.7%,74.5%,35.4,,,29.2%,23.4%,46.2%,196854,19.2%,18.3%,27.6%,15.0%,6.4%,0.67,30.8%,45.6%,64.1%,7.53%,,,,,,,,,,,17.6%,578,35,32.3%,27.6%,,,"$1,510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,82284,22.3%,,,,,,,,,
401,QN 01,Astoria,Sub-Borough Area,2005-2009,,3.1%,39.6%,95.3%,,,,"$1,440","$1,690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3%,,,,,,,,,,,,,,,,,,,,,23.1%,36.4%,0.8%,39.1%,,,,,,22.1%,,,"$1,840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1%,2.3%,,,,,,,
401,QN 01,Astoria,Sub-Borough Area,2006,,,,,,,,,,34.8%,"$61,440","$78,200","$58,740",25.3%,0.0%,15.2%,525,3.6%,36.2%,31.4,,,,,,4.4,68,50,4.3,10,,,,,,,,,,11.9%,42.3%,77.5%,36.3,,,30.5%,22.2%,46.2%,190247,21.1%,17.2%,29.8%,13.0%,6.7%,0.67,31.3%,45.8%,65.9%,10.12%,36.9,,,,,,,,,,23.1%,455,27.2,29.6%,26.3%,,,"$1,490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,81353,20.3%,,,,,,,,,
401,QN 01,Astoria,Sub-Borough Area,2006-2010,,2.6%,34.8%,94.1%,,,,"$1,460","$1,760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9%,,,,,,,,,,,,,,,,,,,,,25.3%,34.6%,0.8%,40.6%,,,,,,23.0%,,,"$1,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3%,2.2%,,,,,,,
401,QN 01,Astoria,Sub-Borough Area,2007,,,,,,,,,,34.9%,"$65,910","$84,750","$59,780",24.9%,0.2%,6.5%,520,3.7%,39.2%,30.9,,,,,,4.6,103,77,6.4,14,,,,,,,,,,13.3%,39.9%,76.0%,37.1,,,33.0%,21.8%,47.5%,175303,23.3%,16.7%,24.3%,15.9%,5.3%,0.67,29.1%,46.6%,64.5%,6.39%,34,,,,,,,,,,15.2%,388,23.1,28.8%,27.2%,,,"$1,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,77028,23.2%,,,,,,,,,
401,QN 01,Astoria,Sub-Borough Area,2007-2011,,2.4%,34.1%,93.4%,,,,"$1,510","$1,790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0%,,,,,,,,,,,,,,,,,,,,,26.9%,33.8%,1.0%,42.1%,,,,,,24.5%,,,"$1,910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2%,2.8%,,,,,,,
401,QN 01,Astoria,Sub-Borough Area,2008,,,,,,,,,,36.0%,"$71,100","$95,640","$63,560",22.0%,1.3%,2.4%,377,36.9%,5.1%,22.1,,,,,,4.4,97,60,5.8,23,,,,,,,,,,12.4%,42.4%,76.9%,37.3,8.4%,,36.8%,21.0%,42.3%,178480,15.4%,16.4%,27.7%,10.0%,6.3%,0.64,29.4%,51.3%,68.2%,6.40%,34.6,,,,,,,,,,14.0%,186,10.9,27.8%,23.9%,,,"$1,550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,79544,23.0%,,,,,,,,,
401,QN 01,Astoria,Sub-Borough Area,2008-2012,,2.1%,29.8%,90.9%,,,,"$1,550","$1,830",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4%,,,,,,,,,,,,,,,,,,,,,29.9%,31.4%,1.0%,43.3%,,,,,,25.2%,,,"$1,920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1%,2.7%,,,,,,,
401,QN 01,Astoria,Sub-Borough Area,2009,,,,,,,,,,36.5%,"$64,490","$87,220","$57,950",18.0%,7.4%,0.8%,243,25.9%,7.1%,13.9,,,,,,5.3,143,101,8.5,23,,,,,,,,,,12.6%,43.6%,74.1%,35.4,7.9%,,35.8%,20.5%,41.6%,176394,16.6%,15.9%,21.6%,10.6%,6.2%,0.61,25.2%,56.0%,68.0%,10.49%,34.2,,,,,,,,,,3.6%,275,15.7,29.5%,24.5%,,,"$1,620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,83301,20.9%,,,,,,,,,0.8%
401,QN 01,Astoria,Sub-Borough Area,2009-2013,,2.6%,29.2%,91.3%,,,,"$1,580","$1,890",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7%,,,,,,,,,,,,,,,,,,,,,27.9%,30.5%,0.1%,46.2%,,,,,,26.1%,,,"$1,970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0%,3.1%,,,,,,,
401,QN 01,Astoria,Sub-Borough Area,2010,,,,,,,,,,32.8%,"$62,200","$81,500","$57,230",23.9%,22.0%,1.0%,300,34.7%,7.1%,16.9,,,,,,4.7,229,193,14.2,19,,,,,,,,,,11.7%,40.5%,75.3%,36.1,5.8%,,35.2%,19.4%,44.9%,166666,13.3%,19.0%,30.2%,14.5%,6.9%,0.67,29.2%,46.6%,69.3%,13.00%,32.3,"$4,412",33.1,1821,,,,,,,3.1%,223,12.5,31.5%,25.8%,,,"$1,710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,77318,18.1%,,,,,,,,,0.8%
401,QN 01,Astoria,Sub-Borough Area,2010-2014,,2.3%,23.6%,86.8%,,,,"$1,630","$1,930",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8%,,,,,,,,,,,,,,,,,,,,,32.9%,30.2%,0.8%,48.3%,,,,,,25.8%,,,"$2,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8%,3.2%,,,,,,,
401,QN 01,Astoria,Sub-Borough Area,2011,,,,,,,,,,33.0%,"$60,720","$84,030","$56,850",23.7%,18.7%,1.4%,294,35.0%,6.8%,16.4,,,,,,5.3,87,50,5.1,27,,,,,,,,,,11.6%,42.3%,80.1%,37.2,7.0%,,38.6%,17.9%,42.0%,170174,20.6%,20.6%,28.5%,12.2%,7.5%,0.66,30.6%,48.0%,69.8%,10.91%,33,"$4,620",32.8,1808,,,,,,,3.9%,205,11.4,31.5%,23.8%,,,"$1,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,78525,18.5%,,,,,,,,,0.7%
